sk_date,date,year,month_num,month_name,quarter,day_of_week
20150913,2015-09-13,2015,9,September,3,Sunday
20150914,2015-09-14,2015,9,September,3,Monday
20150915,2015-09-15,2015,9,September,3,Tuesday
20150916,2015-09-16,2015,9,September,3,Wednesday
20150917,2015-09-17,2015,9,September,3,Thursday
20150918,2015-09-18,2015,9,September,3,Friday
20150919,2015-09-19,2015,9,September,3,Saturday
20150920,2015-09-20,2015,9,September,3,Sunday
20150921,2015-09-21,2015,9,September,3,Monday
20150922,2015-09-22,2015,9,September,3,Tuesday
20150923,2015-09-23,2015,9,September,3,Wednesday
20150924,2015-09-24,2015,9,September,3,Thursday
20150925,2015-09-25,2015,9,September,3,Friday
20150926,2015-09-26,2015,9,September,3,Saturday
20150927,2015-09-27,2015,9,September,3,Sunday
20150928,2015-09-28,2015,9,September,3,Monday
20150929,2015-09-29,2015,9,September,3,Tuesday
20150930,2015-09-30,2015,9,September,3,Wednesday
20151001,2015-10-01,2015,10,October,4,Thursday
20151002,2015-10-02,2015,10,October,4,Friday
20151003,2015-10-03,2015,10,October,4,Saturday
20151004,2015-10-04,2015,10,October,4,Sunday
20151005,2015-10-05,2015,10,October,4,Monday
20151006,2015-10-06,2015,10,October,4,Tuesday
20151007,2015-10-07,2015,10,October,4,Wednesday
20151008,2015-10-08,2015,10,October,4,Thursday
20151009,2015-10-09,2015,10,October,4,Friday
20151010,2015-10-10,2015,10,October,4,Saturday
20151011,2015-10-11,2015,10,October,4,Sunday
20151012,2015-10-12,2015,10,October,4,Monday
20151013,2015-10-13,2015,10,October,4,Tuesday
20151014,2015-10-14,2015,10,October,4,Wednesday
20151015,2015-10-15,2015,10,October,4,Thursday
20151016,2015-10-16,2015,10,October,4,Friday
20151017,2015-10-17,2015,10,October,4,Saturday
20151018,2015-10-18,2015,10,October,4,Sunday
20151019,2015-10-19,2015,10,October,4,Monday
20151020,2015-10-20,2015,10,October,4,Tuesday
20151021,2015-10-21,2015,10,October,4,Wednesday
20151022,2015-10-22,2015,10,October,4,Thursday
20151023,2015-10-23,2015,10,October,4,Friday
20151024,2015-10-24,2015,10,October,4,Saturday
20151025,2015-10-25,2015,10,October,4,Sunday
20151026,2015-10-26,2015,10,October,4,Monday
20151027,2015-10-27,2015,10,October,4,Tuesday
20151028,2015-10-28,2015,10,October,4,Wednesday
20151029,2015-10-29,2015,10,October,4,Thursday
20151030,2015-10-30,2015,10,October,4,Friday
20151031,2015-10-31,2015,10,October,4,Saturday
20151101,2015-11-01,2015,11,November,4,Sunday
20151102,2015-11-02,2015,11,November,4,Monday
20151103,2015-11-03,2015,11,November,4,Tuesday
20151104,2015-11-04,2015,11,November,4,Wednesday
20151105,2015-11-05,2015,11,November,4,Thursday
20151106,2015-11-06,2015,11,November,4,Friday
20151107,2015-11-07,2015,11,November,4,Saturday
20151108,2015-11-08,2015,11,November,4,Sunday
20151109,2015-11-09,2015,11,November,4,Monday
20151110,2015-11-10,2015,11,November,4,Tuesday
20151111,2015-11-11,2015,11,November,4,Wednesday
20151112,2015-11-12,2015,11,November,4,Thursday
20151113,2015-11-13,2015,11,November,4,Friday
20151114,2015-11-14,2015,11,November,4,Saturday
20151115,2015-11-15,2015,11,November,4,Sunday
20151116,2015-11-16,2015,11,November,4,Monday
20151117,2015-11-17,2015,11,November,4,Tuesday
20151118,2015-11-18,2015,11,November,4,Wednesday
20151119,2015-11-19,2015,11,November,4,Thursday
20151120,2015-11-20,2015,11,November,4,Friday
20151121,2015-11-21,2015,11,November,4,Saturday
20151122,2015-11-22,2015,11,November,4,Sunday
20151123,2015-11-23,2015,11,November,4,Monday
20151124,2015-11-24,2015,11,November,4,Tuesday
20151125,2015-11-25,2015,11,November,4,Wednesday
20151126,2015-11-26,2015,11,November,4,Thursday
20151127,2015-11-27,2015,11,November,4,Friday
20151128,2015-11-28,2015,11,November,4,Saturday
20151129,2015-11-29,2015,11,November,4,Sunday
20151130,2015-11-30,2015,11,November,4,Monday
20151201,2015-12-01,2015,12,December,4,Tuesday
20151202,2015-12-02,2015,12,December,4,Wednesday
20151203,2015-12-03,2015,12,December,4,Thursday
20151204,2015-12-04,2015,12,December,4,Friday
20151205,2015-12-05,2015,12,December,4,Saturday
20151206,2015-12-06,2015,12,December,4,Sunday
20151207,2015-12-07,2015,12,December,4,Monday
20151208,2015-12-08,2015,12,December,4,Tuesday
20151209,2015-12-09,2015,12,December,4,Wednesday
20151210,2015-12-10,2015,12,December,4,Thursday
20151211,2015-12-11,2015,12,December,4,Friday
20151212,2015-12-12,2015,12,December,4,Saturday
20151213,2015-12-13,2015,12,December,4,Sunday
20151214,2015-12-14,2015,12,December,4,Monday
20151215,2015-12-15,2015,12,December,4,Tuesday
20151216,2015-12-16,2015,12,December,4,Wednesday
20151217,2015-12-17,2015,12,December,4,Thursday
20151218,2015-12-18,2015,12,December,4,Friday
20151219,2015-12-19,2015,12,December,4,Saturday
20151220,2015-12-20,2015,12,December,4,Sunday
20151221,2015-12-21,2015,12,December,4,Monday
20151222,2015-12-22,2015,12,December,4,Tuesday
20151223,2015-12-23,2015,12,December,4,Wednesday
20151224,2015-12-24,2015,12,December,4,Thursday
20151225,2015-12-25,2015,12,December,4,Friday
20151226,2015-12-26,2015,12,December,4,Saturday
20151227,2015-12-27,2015,12,December,4,Sunday
20151228,2015-12-28,2015,12,December,4,Monday
20151229,2015-12-29,2015,12,December,4,Tuesday
20151230,2015-12-30,2015,12,December,4,Wednesday
20151231,2015-12-31,2015,12,December,4,Thursday
20160101,2016-01-01,2016,1,January,1,Friday
20160102,2016-01-02,2016,1,January,1,Saturday
20160103,2016-01-03,2016,1,January,1,Sunday
20160104,2016-01-04,2016,1,January,1,Monday
20160105,2016-01-05,2016,1,January,1,Tuesday
20160106,2016-01-06,2016,1,January,1,Wednesday
20160107,2016-01-07,2016,1,January,1,Thursday
20160108,2016-01-08,2016,1,January,1,Friday
20160109,2016-01-09,2016,1,January,1,Saturday
20160110,2016-01-10,2016,1,January,1,Sunday
20160111,2016-01-11,2016,1,January,1,Monday
20160112,2016-01-12,2016,1,January,1,Tuesday
20160113,2016-01-13,2016,1,January,1,Wednesday
20160114,2016-01-14,2016,1,January,1,Thursday
20160115,2016-01-15,2016,1,January,1,Friday
20160116,2016-01-16,2016,1,January,1,Saturday
20160117,2016-01-17,2016,1,January,1,Sunday
20160118,2016-01-18,2016,1,January,1,Monday
20160119,2016-01-19,2016,1,January,1,Tuesday
20160120,2016-01-20,2016,1,January,1,Wednesday
20160121,2016-01-21,2016,1,January,1,Thursday
20160122,2016-01-22,2016,1,January,1,Friday
20160123,2016-01-23,2016,1,January,1,Saturday
20160124,2016-01-24,2016,1,January,1,Sunday
20160125,2016-01-25,2016,1,January,1,Monday
20160126,2016-01-26,2016,1,January,1,Tuesday
20160127,2016-01-27,2016,1,January,1,Wednesday
20160128,2016-01-28,2016,1,January,1,Thursday
20160129,2016-01-29,2016,1,January,1,Friday
20160130,2016-01-30,2016,1,January,1,Saturday
20160131,2016-01-31,2016,1,January,1,Sunday
20160201,2016-02-01,2016,2,February,1,Monday
20160202,2016-02-02,2016,2,February,1,Tuesday
20160203,2016-02-03,2016,2,February,1,Wednesday
20160204,2016-02-04,2016,2,February,1,Thursday
20160205,2016-02-05,2016,2,February,1,Friday
20160206,2016-02-06,2016,2,February,1,Saturday
20160207,2016-02-07,2016,2,February,1,Sunday
20160208,2016-02-08,2016,2,February,1,Monday
20160209,2016-02-09,2016,2,February,1,Tuesday
20160210,2016-02-10,2016,2,February,1,Wednesday
20160211,2016-02-11,2016,2,February,1,Thursday
20160212,2016-02-12,2016,2,February,1,Friday
20160213,2016-02-13,2016,2,February,1,Saturday
20160214,2016-02-14,2016,2,February,1,Sunday
20160215,2016-02-15,2016,2,February,1,Monday
20160216,2016-02-16,2016,2,February,1,Tuesday
20160217,2016-02-17,2016,2,February,1,Wednesday
20160218,2016-02-18,2016,2,February,1,Thursday
20160219,2016-02-19,2016,2,February,1,Friday
20160220,2016-02-20,2016,2,February,1,Saturday
20160221,2016-02-21,2016,2,February,1,Sunday
20160222,2016-02-22,2016,2,February,1,Monday
20160223,2016-02-23,2016,2,February,1,Tuesday
20160224,2016-02-24,2016,2,February,1,Wednesday
20160225,2016-02-25,2016,2,February,1,Thursday
20160226,2016-02-26,2016,2,February,1,Friday
20160227,2016-02-27,2016,2,February,1,Saturday
20160228,2016-02-28,2016,2,February,1,Sunday
20160229,2016-02-29,2016,2,February,1,Monday
20160301,2016-03-01,2016,3,March,1,Tuesday
20160302,2016-03-02,2016,3,March,1,Wednesday
20160303,2016-03-03,2016,3,March,1,Thursday
20160304,2016-03-04,2016,3,March,1,Friday
20160305,2016-03-05,2016,3,March,1,Saturday
20160306,2016-03-06,2016,3,March,1,Sunday
20160307,2016-03-07,2016,3,March,1,Monday
20160308,2016-03-08,2016,3,March,1,Tuesday
20160309,2016-03-09,2016,3,March,1,Wednesday
20160310,2016-03-10,2016,3,March,1,Thursday
20160311,2016-03-11,2016,3,March,1,Friday
20160312,2016-03-12,2016,3,March,1,Saturday
20160313,2016-03-13,2016,3,March,1,Sunday
20160314,2016-03-14,2016,3,March,1,Monday
20160315,2016-03-15,2016,3,March,1,Tuesday
20160316,2016-03-16,2016,3,March,1,Wednesday
20160317,2016-03-17,2016,3,March,1,Thursday
20160318,2016-03-18,2016,3,March,1,Friday
20160319,2016-03-19,2016,3,March,1,Saturday
20160320,2016-03-20,2016,3,March,1,Sunday
20160321,2016-03-21,2016,3,March,1,Monday
20160322,2016-03-22,2016,3,March,1,Tuesday
20160323,2016-03-23,2016,3,March,1,Wednesday
20160324,2016-03-24,2016,3,March,1,Thursday
20160325,2016-03-25,2016,3,March,1,Friday
20160326,2016-03-26,2016,3,March,1,Saturday
20160327,2016-03-27,2016,3,March,1,Sunday
20160328,2016-03-28,2016,3,March,1,Monday
20160329,2016-03-29,2016,3,March,1,Tuesday
20160330,2016-03-30,2016,3,March,1,Wednesday
20160331,2016-03-31,2016,3,March,1,Thursday
20160401,2016-04-01,2016,4,April,2,Friday
20160402,2016-04-02,2016,4,April,2,Saturday
20160403,2016-04-03,2016,4,April,2,Sunday
20160404,2016-04-04,2016,4,April,2,Monday
20160405,2016-04-05,2016,4,April,2,Tuesday
20160406,2016-04-06,2016,4,April,2,Wednesday
20160407,2016-04-07,2016,4,April,2,Thursday
20160408,2016-04-08,2016,4,April,2,Friday
20160409,2016-04-09,2016,4,April,2,Saturday
20160410,2016-04-10,2016,4,April,2,Sunday
20160411,2016-04-11,2016,4,April,2,Monday
20160412,2016-04-12,2016,4,April,2,Tuesday
20160413,2016-04-13,2016,4,April,2,Wednesday
20160414,2016-04-14,2016,4,April,2,Thursday
20160415,2016-04-15,2016,4,April,2,Friday
20160416,2016-04-16,2016,4,April,2,Saturday
20160417,2016-04-17,2016,4,April,2,Sunday
20160418,2016-04-18,2016,4,April,2,Monday
20160419,2016-04-19,2016,4,April,2,Tuesday
20160420,2016-04-20,2016,4,April,2,Wednesday
20160421,2016-04-21,2016,4,April,2,Thursday
20160422,2016-04-22,2016,4,April,2,Friday
20160423,2016-04-23,2016,4,April,2,Saturday
20160424,2016-04-24,2016,4,April,2,Sunday
20160425,2016-04-25,2016,4,April,2,Monday
20160426,2016-04-26,2016,4,April,2,Tuesday
20160427,2016-04-27,2016,4,April,2,Wednesday
20160428,2016-04-28,2016,4,April,2,Thursday
20160429,2016-04-29,2016,4,April,2,Friday
20160430,2016-04-30,2016,4,April,2,Saturday
20160501,2016-05-01,2016,5,May,2,Sunday
20160502,2016-05-02,2016,5,May,2,Monday
20160503,2016-05-03,2016,5,May,2,Tuesday
20160504,2016-05-04,2016,5,May,2,Wednesday
20160505,2016-05-05,2016,5,May,2,Thursday
20160506,2016-05-06,2016,5,May,2,Friday
20160507,2016-05-07,2016,5,May,2,Saturday
20160508,2016-05-08,2016,5,May,2,Sunday
20160509,2016-05-09,2016,5,May,2,Monday
20160510,2016-05-10,2016,5,May,2,Tuesday
20160511,2016-05-11,2016,5,May,2,Wednesday
20160512,2016-05-12,2016,5,May,2,Thursday
20160513,2016-05-13,2016,5,May,2,Friday
20160514,2016-05-14,2016,5,May,2,Saturday
20160515,2016-05-15,2016,5,May,2,Sunday
20160516,2016-05-16,2016,5,May,2,Monday
20160517,2016-05-17,2016,5,May,2,Tuesday
20160518,2016-05-18,2016,5,May,2,Wednesday
20160519,2016-05-19,2016,5,May,2,Thursday
20160520,2016-05-20,2016,5,May,2,Friday
20160521,2016-05-21,2016,5,May,2,Saturday
20160522,2016-05-22,2016,5,May,2,Sunday
20160523,2016-05-23,2016,5,May,2,Monday
20160524,2016-05-24,2016,5,May,2,Tuesday
20160525,2016-05-25,2016,5,May,2,Wednesday
20160526,2016-05-26,2016,5,May,2,Thursday
20160527,2016-05-27,2016,5,May,2,Friday
20160528,2016-05-28,2016,5,May,2,Saturday
20160529,2016-05-29,2016,5,May,2,Sunday
20160530,2016-05-30,2016,5,May,2,Monday
20160531,2016-05-31,2016,5,May,2,Tuesday
20160601,2016-06-01,2016,6,June,2,Wednesday
20160602,2016-06-02,2016,6,June,2,Thursday
20160603,2016-06-03,2016,6,June,2,Friday
20160604,2016-06-04,2016,6,June,2,Saturday
20160605,2016-06-05,2016,6,June,2,Sunday
20160606,2016-06-06,2016,6,June,2,Monday
20160607,2016-06-07,2016,6,June,2,Tuesday
20160608,2016-06-08,2016,6,June,2,Wednesday
20160609,2016-06-09,2016,6,June,2,Thursday
20160610,2016-06-10,2016,6,June,2,Friday
20160611,2016-06-11,2016,6,June,2,Saturday
20160612,2016-06-12,2016,6,June,2,Sunday
20160613,2016-06-13,2016,6,June,2,Monday
20160614,2016-06-14,2016,6,June,2,Tuesday
20160615,2016-06-15,2016,6,June,2,Wednesday
20160616,2016-06-16,2016,6,June,2,Thursday
20160617,2016-06-17,2016,6,June,2,Friday
20160618,2016-06-18,2016,6,June,2,Saturday
20160619,2016-06-19,2016,6,June,2,Sunday
20160620,2016-06-20,2016,6,June,2,Monday
20160621,2016-06-21,2016,6,June,2,Tuesday
20160622,2016-06-22,2016,6,June,2,Wednesday
20160623,2016-06-23,2016,6,June,2,Thursday
20160624,2016-06-24,2016,6,June,2,Friday
20160625,2016-06-25,2016,6,June,2,Saturday
20160626,2016-06-26,2016,6,June,2,Sunday
20160627,2016-06-27,2016,6,June,2,Monday
20160628,2016-06-28,2016,6,June,2,Tuesday
20160629,2016-06-29,2016,6,June,2,Wednesday
20160630,2016-06-30,2016,6,June,2,Thursday
20160701,2016-07-01,2016,7,July,3,Friday
20160702,2016-07-02,2016,7,July,3,Saturday
20160703,2016-07-03,2016,7,July,3,Sunday
20160704,2016-07-04,2016,7,July,3,Monday
20160705,2016-07-05,2016,7,July,3,Tuesday
20160706,2016-07-06,2016,7,July,3,Wednesday
20160707,2016-07-07,2016,7,July,3,Thursday
20160708,2016-07-08,2016,7,July,3,Friday
20160709,2016-07-09,2016,7,July,3,Saturday
20160710,2016-07-10,2016,7,July,3,Sunday
20160711,2016-07-11,2016,7,July,3,Monday
20160712,2016-07-12,2016,7,July,3,Tuesday
