order_id,sk_order_date,sk_ship_date,sk_customer,sk_product,sk_region,sales
CA-2018-119004,20181123,20181128,50,106,36,3.304
CA-2016-129476,20161015,20161020,51,107,37,339.96
CA-2018-146780,20181225,20181230,52,108,21,41.96
CA-2017-128867,20171103,20171110,53,109,38,75.96
CA-2017-128867,20171103,20171110,53,110,38,27.24
CA-2015-115259,20150825,20150827,54,111,39,40.096
CA-2015-115259,20150825,20150827,54,112,39,4.72
CA-2015-115259,20150825,20150827,54,113,39,23.976
CA-2015-115259,20150825,20150827,54,114,39,130.464
CA-2016-110457,20160302,20160306,55,115,5,787.53
US-2016-136476,20160405,20160410,56,116,40,157.794
CA-2017-103730,20170612,20170615,57,117,41,47.04
CA-2017-103730,20170612,20170615,57,9,41,30.84
CA-2017-103730,20170612,20170615,57,118,41,226.56
CA-2017-103730,20170612,20170615,57,119,41,115.02
CA-2017-103730,20170612,20170615,57,120,41,68.04
US-2015-152030,20151226,20151228,58,121,13,600.558
US-2015-134614,20150920,20150925,59,122,42,617.7
US-2018-107272,20181105,20181112,60,123,43,2.388
US-2018-107272,20181105,20181112,60,124,43,243.992
US-2017-125969,20171106,20171110,61,125,2,81.424
US-2017-125969,20171106,20171110,61,126,2,238.56
US-2018-164147,20180202,20180205,62,127,39,59.97
US-2018-164147,20180202,20180205,62,128,39,78.304
US-2018-164147,20180202,20180205,62,129,39,21.456
CA-2017-145583,20171013,20171019,63,130,44,20.04
CA-2017-145583,20171013,20171019,63,131,44,35.44
CA-2017-145583,20171013,20171019,63,132,44,11.52
CA-2017-145583,20171013,20171019,63,133,44,4.02
CA-2017-145583,20171013,20171019,63,134,44,76.176
CA-2017-145583,20171013,20171019,63,135,44,65.88
CA-2017-145583,20171013,20171019,63,51,44,43.12
CA-2017-110366,20170905,20170907,64,29,11,82.8
CA-2018-106180,20180918,20180923,65,136,9,8.82
CA-2018-106180,20180918,20180923,65,137,9,10.86
CA-2018-106180,20180918,20180923,65,138,9,143.7
CA-2018-155376,20181222,20181227,66,139,45,839.43
CA-2016-110744,20160907,20160912,67,83,46,671.93
CA-2015-110072,20151022,20151028,68,140,47,93.888
CA-2017-114489,20171205,20171209,69,141,48,384.45
CA-2017-114489,20171205,20171209,69,142,48,149.97
CA-2017-114489,20171205,20171209,69,2,48,1951.84
CA-2017-114489,20171205,20171209,69,143,48,171.55
CA-2017-158834,20170313,20170316,70,144,49,157.92
CA-2017-158834,20170313,20170316,70,145,49,203.184
CA-2016-124919,20160531,20160602,71,146,50,58.38
CA-2016-124919,20160531,20160602,71,147,50,105.52
CA-2016-124919,20160531,20160602,71,148,50,80.88
CA-2016-118948,20160528,20160603,72,149,5,6.63
CA-2015-104269,20150301,20150306,73,121,5,457.568
CA-2017-114104,20171120,20171124,74,150,51,14.62
CA-2017-114104,20171120,20171124,74,151,51,944.93
CA-2017-162733,20170511,20170512,75,152,2,5.98
CA-2016-119697,20161228,20161231,76,153,11,54.384
CA-2017-154508,20171116,20171120,77,154,52,28.4
CA-2017-113817,20171107,20171111,78,155,5,27.68
CA-2015-139892,20150908,20150912,79,156,53,9.936
CA-2015-139892,20150908,20150912,79,157,53,8159.952
CA-2015-139892,20150908,20150912,79,158,53,275.928
CA-2015-139892,20150908,20150912,79,159,53,1740.06
CA-2015-139892,20150908,20150912,79,160,53,32.064
CA-2015-139892,20150908,20150912,79,161,53,177.98
CA-2015-139892,20150908,20150912,79,162,53,143.976
CA-2015-118962,20150805,20150809,80,163,2,20.94
CA-2015-118962,20150805,20150809,80,164,2,110.96
CA-2015-118962,20150805,20150809,80,165,2,340.144
US-2015-100853,20150914,20150919,81,166,23,52.448
US-2015-100853,20150914,20150919,81,167,23,20.16
US-2018-152366,20180421,20180425,82,168,13,97.264
US-2016-101511,20161121,20161123,33,169,47,396.802
US-2016-101511,20161121,20161123,33,170,47,15.88
CA-2016-137225,20161215,20161219,83,171,21,3.28
CA-2015-166191,20151205,20151209,84,172,54,24.816
CA-2015-166191,20151205,20151209,84,173,54,408.744
CA-2015-158274,20151119,20151124,85,174,55,503.96
CA-2015-158274,20151119,20151124,85,175,55,149.95
CA-2015-158274,20151119,20151124,85,176,55,29.0
CA-2017-105018,20171128,20171202,86,177,56,7.16
CA-2015-123260,20150826,20150830,87,178,2,176.8
CA-2017-157000,20170716,20170722,88,179,57,37.224
CA-2017-157000,20170716,20170722,88,146,57,20.016
CA-2016-102281,20161012,20161014,89,180,21,899.136
CA-2016-102281,20161012,20161014,89,181,21,71.76
CA-2016-102281,20161012,20161014,89,182,21,51.84
CA-2016-102281,20161012,20161014,89,38,21,626.352
CA-2016-102281,20161012,20161014,89,183,21,19.9
CA-2016-131457,20161031,20161106,90,30,58,14.28
CA-2015-140004,20150321,20150325,91,184,59,7.408
CA-2015-140004,20150321,20150325,91,185,59,6.048
CA-2018-107720,20181106,20181113,92,186,60,46.26
US-2018-124303,20180706,20180713,93,187,11,2.946
US-2018-124303,20180706,20180713,93,188,11,16.056
CA-2018-105074,20180624,20180629,94,189,61,21.744
CA-2015-133690,20150803,20150805,95,190,62,218.75
CA-2015-133690,20150803,20150805,95,191,62,2.6
US-2018-116701,20181217,20181221,96,192,63,66.284
CA-2018-126382,20180603,20180607,97,193,64,35.168
CA-2018-108329,20181209,20181214,98,194,65,444.768
CA-2018-135860,20181201,20181207,99,195,66,83.92
CA-2018-135860,20181201,20181207,99,196,66,131.98
CA-2018-135860,20181201,20181207,99,123,66,15.92
CA-2018-135860,20181201,20181207,99,197,66,52.29
CA-2018-135860,20181201,20181207,99,198,66,91.99
CA-2016-101007,20160209,20160213,100,199,63,20.8
CA-2016-146262,20160102,20160109,101,200,67,23.68
CA-2016-146262,20160102,20160109,101,201,67,452.45
CA-2016-146262,20160102,20160109,101,105,67,62.982
CA-2016-146262,20160102,20160109,101,202,67,1188.0
CA-2016-146262,20160102,20160109,101,203,67,89.584
CA-2017-130162,20171028,20171101,102,179,2,93.06
CA-2017-130162,20171028,20171101,102,204,2,302.376
CA-2016-169397,20161224,20161227,103,205,68,5.584
CA-2016-169397,20161224,20161227,103,206,68,22.704
CA-2016-169397,20161224,20161227,103,92,68,19.776
CA-2016-169397,20161224,20161227,103,207,68,72.704
CA-2016-169397,20161224,20161227,103,208,68,479.988
CA-2016-169397,20161224,20161227,103,209,68,27.168
CA-2016-163055,20160809,20160816,104,210,69,2.2
CA-2016-163055,20160809,20160816,104,211,69,622.45
CA-2016-163055,20160809,20160816,104,212,69,21.98
US-2016-145436,20160228,20160304,105,213,70,161.568
US-2016-145436,20160228,20160304,105,214,70,389.696
US-2015-156216,20150913,20150917,106,215,36,18.648
US-2018-100930,20180407,20180412,38,216,71,233.86
US-2018-100930,20180407,20180412,38,217,71,620.6145
US-2018-100930,20180407,20180412,38,215,71,5.328
US-2018-100930,20180407,20180412,38,218,71,258.072
US-2018-100930,20180407,20180412,38,219,71,617.976
CA-2018-160514,20181112,20181116,107,220,72,10.56
CA-2017-157749,20170604,20170609,108,221,23,25.92
CA-2017-157749,20170604,20170609,108,222,23,419.68
CA-2017-157749,20170604,20170609,108,223,23,11.688
CA-2017-157749,20170604,20170609,108,224,23,31.984
CA-2017-157749,20170604,20170609,108,225,23,177.225
CA-2017-157749,20170604,20170609,108,226,23,4.044
CA-2017-157749,20170604,20170609,108,184,23,7.408
CA-2015-131926,20150601,20150606,109,121,73,2001.86
CA-2015-131926,20150601,20150606,109,227,73,166.72
CA-2015-131926,20150601,20150606,109,228,73,47.88
CA-2015-131926,20150601,20150606,109,229,73,1503.25
CA-2015-131926,20150601,20150606,109,182,73,25.92
CA-2017-154739,20171210,20171215,110,230,9,321.568
CA-2017-145625,20170911,20170917,111,231,74,7.61
CA-2017-145625,20170911,20170917,111,219,74,3347.37
CA-2017-146941,20171210,20171213,112,232,21,80.58
CA-2017-146941,20171210,20171213,112,233,21,361.92
US-2016-159982,20161128,20161204,113,226,23,12.132
US-2016-159982,20161128,20161204,113,234,23,82.368
US-2016-159982,20161128,20161204,113,148,23,53.92
US-2016-159982,20161128,20161204,113,235,23,647.904
CA-2018-163139,20181201,20181203,114,236,21,20.37
CA-2018-163139,20181201,20181203,114,237,21,221.55
CA-2018-163139,20181201,20181203,114,238,21,17.52
US-2018-155299,20180608,20180612,115,239,75,1.624
US-2015-106992,20150919,20150921,116,157,13,3059.982
US-2015-106992,20150919,20150921,116,240,13,2519.958
CA-2017-125318,20170606,20170613,117,241,23,328.224
CA-2016-155040,20161110,20161115,118,242,76,79.9
CA-2018-136826,20180616,20180620,119,243,77,14.016
CA-2017-111010,20170122,20170128,39,244,78,7.56
US-2018-145366,20181209,20181213,120,245,79,37.208
US-2018-145366,20181209,20181213,120,246,79,57.576
CA-2018-163979,20181228,20190102,121,247,9,725.84
CA-2016-155334,20160730,20160731,67,248,9,209.93
CA-2016-155334,20160730,20160731,67,249,9,5.28
CA-2016-155334,20160730,20160731,67,250,9,10.92
CA-2018-118136,20180916,20180917,122,251,80,8.82
CA-2018-118136,20180916,20180917,122,252,80,5.98
CA-2018-132976,20181013,20181017,123,253,11,11.648
CA-2018-132976,20181013,20181017,123,254,11,18.176
CA-2018-132976,20181013,20181017,123,255,11,59.712
CA-2018-132976,20181013,20181017,123,256,11,24.84
US-2016-161991,20160926,20160928,57,257,13,2.08
US-2016-161991,20160926,20160928,57,258,13,1114.4
CA-2016-130890,20161102,20161106,124,259,2,1038.84
CA-2016-130883,20160926,20161002,15,260,33,141.76
CA-2016-130883,20160926,20161002,15,261,33,239.8
CA-2016-130883,20160926,20161002,15,262,33,31.104
CA-2017-112697,20171218,20171220,125,263,81,254.058
CA-2017-112697,20171218,20171220,125,168,81,194.528
CA-2017-112697,20171218,20171220,125,264,81,961.48
CA-2017-110772,20171120,20171124,126,265,39,19.096
CA-2017-110772,20171120,20171124,126,266,39,18.496
CA-2017-110772,20171120,20171124,126,267,39,255.984
CA-2017-110772,20171120,20171124,126,268,39,86.97
CA-2015-111451,20151226,20151228,127,269,82,300.416
CA-2015-111451,20151226,20151228,127,270,82,230.352
CA-2015-111451,20151226,20151228,127,271,82,218.352
CA-2015-111451,20151226,20151228,127,272,82,78.6
CA-2015-111451,20151226,20151228,127,273,82,27.552
CA-2017-142545,20171028,20171103,64,274,83,32.4
CA-2017-142545,20171028,20171103,64,275,83,1082.48
CA-2017-142545,20171028,20171103,64,276,83,56.91
CA-2017-142545,20171028,20171103,64,277,83,77.6
CA-2017-142545,20171028,20171103,64,278,83,14.28
US-2018-152380,20181119,20181123,102,279,23,219.075
CA-2016-144253,20160504,20160509,128,280,21,26.8
CA-2015-130960,20151230,20160104,34,281,84,9.84
CA-2015-111003,20150601,20150606,129,282,85,45.48
CA-2015-111003,20150601,20150606,129,283,85,289.2
CA-2018-126774,20180415,20180417,130,284,86,4.89
CA-2017-142902,20170912,20170914,131,285,87,15.136
CA-2017-142902,20170912,20170914,131,286,87,466.768
CA-2017-142902,20170912,20170914,131,287,87,15.232
CA-2017-142902,20170912,20170914,131,288,87,6.264
CA-2015-120887,20150927,20151003,132,289,88,87.54
CA-2015-167850,20150809,20150816,133,290,89,178.384
CA-2015-167850,20150809,20150816,133,291,89,15.552
CA-2015-164259,20151228,20151230,134,292,11,99.136
CA-2015-164973,20151104,20151109,135,293,21,135.882
CA-2015-164973,20151104,20151109,135,294,21,3991.98
CA-2015-164973,20151104,20151109,135,41,21,275.94
CA-2015-164973,20151104,20151109,135,295,21,360.0
CA-2015-164973,20151104,20151109,135,124,21,43.57
CA-2015-156601,20150919,20150924,136,296,90,7.16
CA-2017-162138,20170423,20170427,137,272,91,251.52
CA-2017-162138,20170423,20170427,137,297,91,99.99
CA-2018-153339,20181103,20181105,138,298,92,15.992
US-2017-141544,20170830,20170901,139,299,11,290.898
US-2017-141544,20170830,20170901,139,300,11,54.224
US-2017-141544,20170830,20170901,139,301,11,786.744
US-2017-141544,20170830,20170901,139,302,11,100.24
US-2017-141544,20170830,20170901,139,303,11,37.764
US-2017-150147,20170425,20170429,140,304,11,82.8
US-2017-150147,20170425,20170429,140,305,11,20.724
US-2017-150147,20170425,20170429,140,306,11,4.896
CA-2016-137946,20160901,20160904,141,307,2,4.752
CA-2016-137946,20160901,20160904,141,308,2,959.984
CA-2016-137946,20160901,20160904,141,309,2,14.368
CA-2015-129924,20150712,20150717,142,310,9,7.712
CA-2015-129924,20150712,20150717,142,311,9,698.352
CA-2016-128167,20160622,20160626,108,312,93,4.96
CA-2015-122336,20150413,20150417,64,313,11,17.856
CA-2015-122336,20150413,20150417,64,14,11,509.97
CA-2015-122336,20150413,20150417,64,129,11,30.992
CA-2015-122336,20150413,20150417,64,314,11,71.928
US-2016-120712,20161220,20161224,80,18,94,88.8
CA-2018-169901,20180615,20180619,143,127,9,47.976
CA-2018-134306,20180708,20180712,144,185,95,7.56
CA-2018-134306,20180708,20180712,144,34,95,24.56
CA-2018-134306,20180708,20180712,144,315,95,12.96
CA-2017-129714,20170901,20170903,145,236,21,6.79
CA-2017-129714,20170901,20170903,145,316,21,24.56
CA-2017-129714,20170901,20170903,145,317,21,3.048
CA-2017-129714,20170901,20170903,145,316,21,49.12
CA-2017-129714,20170901,20170903,145,318,21,4355.168
CA-2017-138520,20170408,20170413,146,319,21,388.704
CA-2017-138520,20170408,20170413,146,320,21,8.26
CA-2017-138520,20170408,20170413,146,321,21,17.04
CA-2017-138520,20170408,20170413,146,322,21,34.4
CA-2017-130001,20170423,20170428,97,189,36,36.24
CA-2018-155698,20180308,20180311,147,323,96,647.84
CA-2018-155698,20180308,20180311,147,324,96,20.7
CA-2018-144904,20180925,20181001,148,324,21,20.7
CA-2018-144904,20180925,20181001,148,325,21,488.646
CA-2018-144904,20180925,20181001,148,326,21,5.56
CA-2018-144904,20180925,20181001,148,327,21,47.12
CA-2015-123344,20150924,20150929,149,46,9,211.96
CA-2017-155516,20171021,20171021,150,328,97,23.2
CA-2017-155516,20171021,20171021,150,329,97,7.36
CA-2017-155516,20171021,20171021,150,330,97,104.79
CA-2017-155516,20171021,20171021,150,38,97,1043.92
CA-2018-104745,20180529,20180604,151,331,98,25.92
CA-2018-104745,20180529,20180604,151,332,98,53.424
US-2015-119137,20150723,20150727,152,306,99,8.16
US-2015-119137,20150723,20150727,152,333,99,1023.936
US-2015-119137,20150723,20150727,152,334,99,9.24
US-2015-119137,20150723,20150727,152,335,99,479.04
US-2017-134656,20170928,20171001,153,336,100,99.136
US-2018-134481,20180827,20180901,154,337,101,1488.424
CA-2016-130792,20160428,20160505,155,338,13,8.652
CA-2016-130792,20160428,20160505,155,339,13,23.832
CA-2016-130792,20160428,20160505,155,340,13,12.176
CA-2017-134775,20171028,20171029,156,341,9,50.96
CA-2017-134775,20171028,20171029,156,342,9,49.536
CA-2016-125395,20160626,20160629,157,343,84,41.9
US-2016-168935,20161127,20161202,158,344,102,375.4575
US-2016-168935,20161127,20161202,158,345,102,83.976
CA-2016-122756,20161203,20161207,159,346,11,482.34
CA-2016-122756,20161203,20161207,159,347,11,2.96
CA-2015-115973,20151124,20151126,160,348,79,2.624
CA-2018-101798,20181211,20181215,161,349,21,23.36
CA-2018-101798,20181211,20181215,161,85,21,39.98
US-2015-135972,20150921,20150923,162,350,103,246.384
US-2015-135972,20150921,20150923,162,351,103,1799.97
US-2015-134971,20150607,20150610,163,352,104,12.462
CA-2018-102946,20180630,20180705,164,353,105,75.792
CA-2018-165603,20181017,20181019,165,354,106,49.96
CA-2018-165603,20181017,20181019,165,355,106,12.96
CA-2016-122259,20161031,20161104,7,356,26,70.12
CA-2017-108987,20170908,20170910,166,357,13,35.952
CA-2017-108987,20170908,20170910,166,27,13,2396.2656
CA-2017-108987,20170908,20170910,166,358,13,131.136
CA-2017-108987,20170908,20170910,166,359,13,57.584
CA-2015-113166,20151224,20151226,167,360,107,9.568
CA-2015-155208,20150416,20150420,71,361,108,39.072
CA-2018-117933,20181224,20181229,168,362,21,35.91
CA-2018-117457,20181208,20181212,169,359,9,179.95
CA-2018-117457,20181208,20181212,169,363,9,1199.976
CA-2018-117457,20181208,20181212,169,364,9,27.15
CA-2018-117457,20181208,20181212,169,365,9,1004.024
CA-2018-117457,20181208,20181212,169,366,9,9.68
CA-2018-117457,20181208,20181212,169,367,9,28.35
CA-2018-117457,20181208,20181212,169,368,9,55.98
CA-2018-117457,20181208,20181212,169,369,9,1336.829
CA-2018-117457,20181208,20181212,169,370,9,113.568
CA-2018-142636,20181103,20181107,170,371,5,139.86
CA-2018-142636,20181103,20181107,170,270,5,307.136
CA-2018-122105,20180624,20180628,171,372,109,95.92
CA-2017-148796,20170414,20170418,172,373,2,383.8
CA-2018-154816,20181106,20181110,147,374,110,5.78
CA-2018-110478,20180304,20180309,134,375,2,9.32
CA-2018-110478,20180304,20180309,134,376,2,15.25
CA-2015-142048,20150622,20150625,33,377,111,196.752
CA-2018-125388,20181019,20181023,173,378,112,56.56
CA-2018-125388,20181019,20181023,173,379,112,32.7
CA-2018-155705,20180821,20180823,174,380,113,866.4
CA-2018-149160,20181123,20181126,26,381,114,28.4
CA-2018-149160,20181123,20181126,26,382,114,287.92
CA-2015-101476,20150912,20150913,175,383,115,69.99
CA-2018-152275,20181001,20181008,176,384,53,6.672
US-2017-123750,20170415,20170421,177,385,116,189.588
US-2017-123750,20170415,20170421,177,173,116,408.744
US-2017-123750,20170415,20170421,177,173,116,291.96
US-2017-123750,20170415,20170421,177,386,116,4.768
CA-2017-127369,20170606,20170607,73,387,95,714.3
US-2015-150574,20151219,20151225,178,388,117,4.812
US-2015-150574,20151219,20151225,178,389,117,247.8
CA-2017-147375,20170612,20170614,179,390,23,1007.979
CA-2017-147375,20170612,20170614,179,368,23,313.488
CA-2018-130043,20180915,20180919,180,391,13,31.872
CA-2018-157252,20180120,20180123,52,392,21,207.846
CA-2017-115756,20170905,20170907,8,393,69,12.22
CA-2017-115756,20170905,20170907,8,394,69,194.94
CA-2017-115756,20170905,20170907,8,395,69,70.95
CA-2017-115756,20170905,20170907,8,396,69,91.36
CA-2017-115756,20170905,20170907,8,397,69,242.94
CA-2017-115756,20170905,20170907,8,398,69,22.05
CA-2018-154214,20180320,20180325,181,399,118,2.91
CA-2017-166674,20170401,20170403,182,400,119,59.52
CA-2017-166674,20170401,20170403,182,401,119,161.94
CA-2017-166674,20170401,20170403,182,402,119,263.88
CA-2017-166674,20170401,20170403,182,403,119,30.48
CA-2017-166674,20170401,20170403,182,404,119,9.84
CA-2017-166674,20170401,20170403,182,405,119,35.12
CA-2018-147277,20181020,20181024,183,11,61,284.364
CA-2018-147277,20181020,20181024,183,406,61,665.408
CA-2017-100153,20171213,20171217,176,407,120,63.88
US-2015-110674,20150212,20150218,184,408,121,129.568
US-2017-157945,20170926,20171001,174,409,54,747.558
US-2017-157945,20170926,20171001,174,410,54,8.928
CA-2016-109638,20161215,20161222,99,411,5,103.92
CA-2016-109638,20161215,20161222,99,412,5,899.91
CA-2016-109638,20161215,20161222,99,413,5,51.312
CA-2017-109869,20170422,20170429,185,327,43,23.56
CA-2017-109869,20170422,20170429,185,414,43,1272.63
CA-2017-109869,20170422,20170429,185,415,43,28.485
CA-2017-109869,20170422,20170429,185,416,43,185.376
CA-2017-109869,20170422,20170429,185,417,43,78.272
US-2016-101399,20160117,20160124,186,271,122,254.744
CA-2018-154907,20180331,20180404,104,418,123,205.3328
US-2017-100419,20171216,20171220,114,419,23,4.788
CA-2016-154144,20161220,20161224,187,420,124,55.48
CA-2015-144666,20151109,20151111,188,421,9,340.92
CA-2015-144666,20151109,20151111,188,422,9,222.666
CA-2015-144666,20151109,20151111,188,423,9,703.968
CA-2015-144666,20151109,20151111,188,424,9,92.52
CA-2015-144666,20151109,20151111,188,425,9,62.65
CA-2015-144666,20151109,20151111,188,426,9,94.85
CA-2017-103891,20170712,20170719,121,427,2,95.76
CA-2017-152632,20171027,20171102,189,280,22,40.2
CA-2017-100790,20170626,20170702,190,428,21,14.7
CA-2017-100790,20170626,20170702,190,429,21,704.25
CA-2015-134677,20151006,20151010,191,430,74,9.09
CA-2015-127691,20150722,20150727,192,80,21,5.96
CA-2015-127691,20150722,20150727,192,431,21,159.98
CA-2018-140963,20180610,20180613,193,432,2,29.6
CA-2018-140963,20180610,20180613,193,433,2,514.165
CA-2018-140963,20180610,20180613,193,434,2,279.96
CA-2015-154627,20151029,20151031,194,435,23,2735.952
CA-2015-133753,20150609,20150613,195,436,125,7.992
CA-2015-133753,20150609,20150613,195,437,125,63.984
CA-2015-133753,20150609,20150613,195,402,125,70.368
CA-2015-113362,20150914,20150919,196,438,126,449.15
CA-2015-113362,20150914,20150919,196,439,126,11.07
CA-2017-169166,20170509,20170514,197,440,5,93.98
US-2017-120929,20170318,20170321,198,441,27,189.882
CA-2016-134782,20161227,20161231,199,442,127,105.42
CA-2017-126158,20170725,20170731,184,443,128,119.616
CA-2017-126158,20170725,20170731,184,444,128,255.76
CA-2017-126158,20170725,20170731,184,293,128,241.568
CA-2017-126158,20170725,20170731,184,445,128,69.3
US-2017-105578,20170530,20170604,200,446,129,22.62
US-2017-105578,20170530,20170604,200,447,129,14.952
US-2017-105578,20170530,20170604,200,448,129,801.568
US-2017-105578,20170530,20170604,200,449,129,2.376
US-2017-105578,20170530,20170604,200,450,129,32.792
CA-2018-134978,20181112,20181115,183,123,21,15.92
CA-2016-145352,20160316,20160322,201,451,130,2.74
CA-2016-145352,20160316,20160322,201,452,130,8.34
CA-2016-145352,20160316,20160322,201,453,130,46.74
CA-2016-145352,20160316,20160322,201,454,130,6354.95
CA-2018-135307,20181126,20181127,202,455,131,126.3
CA-2018-135307,20181126,20181127,202,456,131,38.04
CA-2017-106341,20171020,20171023,167,80,47,7.152
CA-2018-163405,20181221,20181225,203,457,2,6.63
CA-2018-163405,20181221,20181225,203,458,2,5.88
CA-2018-127432,20180122,20180127,58,459,132,2999.95
CA-2018-127432,20180122,20180127,58,460,132,51.45
